Country,City or Region (if applicable),Resolution,Year,Month (if applicable),Pollutant,Concentration,Unit,Method of Measurement,Data Source (Link),(Comments)
Bangladesh,NA,Annual,1990,NA,Ambient PM,64,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,Concentrations are the same as the World Bank Data: https://data.worldbank.org/indicator/EN.ATM.PM25.MC.M3?view=chart&year_low_desc=false
Bangladesh,NA,Annual,1995,NA,Ambient PM,65,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,Concentrations are the same as the World Bank Data: https://data.worldbank.org/indicator/EN.ATM.PM25.MC.M3?view=chart&year_low_desc=false
Bangladesh,NA,Annual,2000,NA,Ambient PM,65,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,Concentrations are the same as the World Bank Data: https://data.worldbank.org/indicator/EN.ATM.PM25.MC.M3?view=chart&year_low_desc=false
Bangladesh,NA,Annual,2005,NA,Ambient PM,80,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,Concentrations are the same as the World Bank Data: https://data.worldbank.org/indicator/EN.ATM.PM25.MC.M3?view=chart&year_low_desc=false
Bangladesh,NA,Annual,2010,NA,Ambient PM,82,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,Concentrations are the same as the World Bank Data: https://data.worldbank.org/indicator/EN.ATM.PM25.MC.M3?view=chart&year_low_desc=false
Bangladesh,NA,Annual,2011,NA,Ambient PM,83,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,Concentrations are the same as the World Bank Data: https://data.worldbank.org/indicator/EN.ATM.PM25.MC.M3?view=chart&year_low_desc=false
Bangladesh,NA,Annual,2012,NA,Ambient PM,83,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,Concentrations are the same as the World Bank Data: https://data.worldbank.org/indicator/EN.ATM.PM25.MC.M3?view=chart&year_low_desc=false
Bangladesh,NA,Annual,2013,NA,Ambient PM,89,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,Concentrations are the same as the World Bank Data: https://data.worldbank.org/indicator/EN.ATM.PM25.MC.M3?view=chart&year_low_desc=false
Bangladesh,NA,Annual,2014,NA,Ambient PM,87,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,Concentrations are the same as the World Bank Data: https://data.worldbank.org/indicator/EN.ATM.PM25.MC.M3?view=chart&year_low_desc=false
Bangladesh,NA,Annual,2015,NA,Ambient PM,100,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,Concentrations are the same as the World Bank Data: https://data.worldbank.org/indicator/EN.ATM.PM25.MC.M3?view=chart&year_low_desc=false
Bangladesh,NA,Annual,2016,NA,Ambient PM,101,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,Concentrations are the same as the World Bank Data: https://data.worldbank.org/indicator/EN.ATM.PM25.MC.M3?view=chart&year_low_desc=false
Bangladesh,NA,Annual,1990,NA,Ambient O3,59,ppb,,https://www.stateofglobalair.org/,
Bangladesh,NA,Annual,1995,NA,Ambient O3,61,ppb,,https://www.stateofglobalair.org/,
Bangladesh,NA,Annual,2000,NA,Ambient O3,63,ppb,,https://www.stateofglobalair.org/,
Bangladesh,NA,Annual,2005,NA,Ambient O3,66,ppb,,https://www.stateofglobalair.org/,
Bangladesh,NA,Annual,2010,NA,Ambient O3,70,ppb,,https://www.stateofglobalair.org/,
Bangladesh,NA,Annual,2013,NA,Ambient O3,72,ppb,,https://www.stateofglobalair.org/,
Bangladesh,NA,Annual,2015,NA,Ambient O3,74,ppb,,https://www.stateofglobalair.org/,
Bangladesh,NA,Annual,2016,NA,Ambient O3,75,ppb,,https://www.stateofglobalair.org/,
Bangladesh,NA,Annual,1990,NA,Household AP,0.949,Proportion of population,,https://www.stateofglobalair.org/,
Bangladesh,NA,Annual,1995,NA,Household AP,0.94,Proportion of population,,https://www.stateofglobalair.org/,
Bangladesh,NA,Annual,2000,NA,Household AP,0.933,Proportion of population,,https://www.stateofglobalair.org/,
Bangladesh,NA,Annual,2005,NA,Household AP,0.919,Proportion of population,,https://www.stateofglobalair.org/,
Bangladesh,NA,Annual,2010,NA,Household AP,0.893,Proportion of population,,https://www.stateofglobalair.org/,
Bangladesh,NA,Annual,2011,NA,Household AP,0.886,Proportion of population,,https://www.stateofglobalair.org/,
Bangladesh,NA,Annual,2012,NA,Household AP,0.877,Proportion of population,,https://www.stateofglobalair.org/,
Bangladesh,NA,Annual,2013,NA,Household AP,0.864,Proportion of population,,https://www.stateofglobalair.org/,
Bangladesh,NA,Annual,2014,NA,Household AP,0.849,Proportion of population,,https://www.stateofglobalair.org/,
Bangladesh,NA,Annual,2015,NA,Household AP,0.833,Proportion of population,,https://www.stateofglobalair.org/,
Bangladesh,NA,Annual,2016,NA,Household AP,0.814,Proportion of population,,https://www.stateofglobalair.org/,
Cambodia,NA,Annual,1990,NA,Ambient PM,25,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Cambodia,NA,Annual,1995,NA,Ambient PM,25,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Cambodia,NA,Annual,2000,NA,Ambient PM,25,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Cambodia,NA,Annual,2005,NA,Ambient PM,28,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Cambodia,NA,Annual,2010,NA,Ambient PM,25,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Cambodia,NA,Annual,2011,NA,Ambient PM,25,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Cambodia,NA,Annual,2012,NA,Ambient PM,26,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Cambodia,NA,Annual,2013,NA,Ambient PM,27,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Cambodia,NA,Annual,2014,NA,Ambient PM,28,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Cambodia,NA,Annual,2015,NA,Ambient PM,26,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Cambodia,NA,Annual,2016,NA,Ambient PM,26,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Cambodia,NA,Annual,1990,NA,Ambient O3,40,ppb,,https://www.stateofglobalair.org/,
Cambodia,NA,Annual,1995,NA,Ambient O3,41,ppb,,https://www.stateofglobalair.org/,
Cambodia,NA,Annual,2000,NA,Ambient O3,42,ppb,,https://www.stateofglobalair.org/,
Cambodia,NA,Annual,2005,NA,Ambient O3,45,ppb,,https://www.stateofglobalair.org/,
Cambodia,NA,Annual,2010,NA,Ambient O3,47,ppb,,https://www.stateofglobalair.org/,
Cambodia,NA,Annual,2013,NA,Ambient O3,49,ppb,,https://www.stateofglobalair.org/,
Cambodia,NA,Annual,2015,NA,Ambient O3,50,ppb,,https://www.stateofglobalair.org/,
Cambodia,NA,Annual,2016,NA,Ambient O3,51,ppb,,https://www.stateofglobalair.org/,
Cambodia,NA,Annual,1990,NA,Household AP,0.981,Proportion of population,,https://www.stateofglobalair.org/,
Cambodia,NA,Annual,1995,NA,Household AP,0.974,Proportion of population,,https://www.stateofglobalair.org/,
Cambodia,NA,Annual,2000,NA,Household AP,0.96,Proportion of population,,https://www.stateofglobalair.org/,
Cambodia,NA,Annual,2005,NA,Household AP,0.931,Proportion of population,,https://www.stateofglobalair.org/,
Cambodia,NA,Annual,2010,NA,Household AP,0.889,Proportion of population,,https://www.stateofglobalair.org/,
Cambodia,NA,Annual,2011,NA,Household AP,0.874,Proportion of population,,https://www.stateofglobalair.org/,
Cambodia,NA,Annual,2012,NA,Household AP,0.86,Proportion of population,,https://www.stateofglobalair.org/,
Cambodia,NA,Annual,2013,NA,Household AP,0.847,Proportion of population,,https://www.stateofglobalair.org/,
Cambodia,NA,Annual,2014,NA,Household AP,0.833,Proportion of population,,https://www.stateofglobalair.org/,
Cambodia,NA,Annual,2015,NA,Household AP,0.821,Proportion of population,,https://www.stateofglobalair.org/,
Cambodia,NA,Annual,2016,NA,Household AP,0.806,Proportion of population,,https://www.stateofglobalair.org/,
India,NA,Annual,1990,NA,Ambient PM,60,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
India,NA,Annual,1995,NA,Ambient PM,61,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
India,NA,Annual,2000,NA,Ambient PM,61,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
India,NA,Annual,2005,NA,Ambient PM,66,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
India,NA,Annual,2010,NA,Ambient PM,65,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
India,NA,Annual,2011,NA,Ambient PM,64,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
India,NA,Annual,2012,NA,Ambient PM,66,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
India,NA,Annual,2013,NA,Ambient PM,69,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
India,NA,Annual,2014,NA,Ambient PM,72,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
India,NA,Annual,2015,NA,Ambient PM,76,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
India,NA,Annual,2016,NA,Ambient PM,76,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
India,NA,Annual,1990,NA,Ambient O3,62,ppb,,https://www.stateofglobalair.org/,
India,NA,Annual,1995,NA,Ambient O3,63,ppb,,https://www.stateofglobalair.org/,
India,NA,Annual,2000,NA,Ambient O3,65,ppb,,https://www.stateofglobalair.org/,
India,NA,Annual,2005,NA,Ambient O3,68,ppb,,https://www.stateofglobalair.org/,
India,NA,Annual,2010,NA,Ambient O3,72,ppb,,https://www.stateofglobalair.org/,
India,NA,Annual,2013,NA,Ambient O3,74,ppb,,https://www.stateofglobalair.org/,
India,NA,Annual,2015,NA,Ambient O3,76,ppb,,https://www.stateofglobalair.org/,
India,NA,Annual,2016,NA,Ambient O3,77,ppb,,https://www.stateofglobalair.org/,
India,NA,Annual,1990,NA,Household AP,0.854,Proportion of population,,https://www.stateofglobalair.org/,
India,NA,Annual,1995,NA,Household AP,0.801,Proportion of population,,https://www.stateofglobalair.org/,
India,NA,Annual,2000,NA,Household AP,0.755,Proportion of population,,https://www.stateofglobalair.org/,
India,NA,Annual,2005,NA,Household AP,0.722,Proportion of population,,https://www.stateofglobalair.org/,
India,NA,Annual,2010,NA,Household AP,0.628,Proportion of population,,https://www.stateofglobalair.org/,
India,NA,Annual,2011,NA,Household AP,0.599,Proportion of population,,https://www.stateofglobalair.org/,
India,NA,Annual,2012,NA,Household AP,0.569,Proportion of population,,https://www.stateofglobalair.org/,
India,NA,Annual,2013,NA,Household AP,0.535,Proportion of population,,https://www.stateofglobalair.org/,
India,NA,Annual,2014,NA,Household AP,0.499,Proportion of population,,https://www.stateofglobalair.org/,
India,NA,Annual,2015,NA,Household AP,0.463,Proportion of population,,https://www.stateofglobalair.org/,
India,NA,Annual,2016,NA,Household AP,0.426,Proportion of population,,https://www.stateofglobalair.org/,
Indonesia,NA,Annual,1990,NA,Ambient PM,17,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Indonesia,NA,Annual,1995,NA,Ambient PM,17,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Indonesia,NA,Annual,2000,NA,Ambient PM,16,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Indonesia,NA,Annual,2005,NA,Ambient PM,17,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Indonesia,NA,Annual,2010,NA,Ambient PM,14,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Indonesia,NA,Annual,2011,NA,Ambient PM,15,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Indonesia,NA,Annual,2012,NA,Ambient PM,15,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Indonesia,NA,Annual,2013,NA,Ambient PM,16,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Indonesia,NA,Annual,2014,NA,Ambient PM,15,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Indonesia,NA,Annual,2015,NA,Ambient PM,17,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Indonesia,NA,Annual,2016,NA,Ambient PM,17,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Indonesia,NA,Annual,1990,NA,Ambient O3,50,ppb,,https://www.stateofglobalair.org/,
Indonesia,NA,Annual,1995,NA,Ambient O3,45,ppb,,https://www.stateofglobalair.org/,
Indonesia,NA,Annual,2000,NA,Ambient O3,42,ppb,,https://www.stateofglobalair.org/,
Indonesia,NA,Annual,2005,NA,Ambient O3,41,ppb,,https://www.stateofglobalair.org/,
Indonesia,NA,Annual,2010,NA,Ambient O3,42,ppb,,https://www.stateofglobalair.org/,
Indonesia,NA,Annual,2013,NA,Ambient O3,43,ppb,,https://www.stateofglobalair.org/,
Indonesia,NA,Annual,2015,NA,Ambient O3,44,ppb,,https://www.stateofglobalair.org/,
Indonesia,NA,Annual,2016,NA,Ambient O3,44,ppb,,https://www.stateofglobalair.org/,
Indonesia,NA,Annual,1990,NA,Household AP,0.783,Proportion of population,,https://www.stateofglobalair.org/,
Indonesia,NA,Annual,1995,NA,Household AP,0.631,Proportion of population,,https://www.stateofglobalair.org/,
Indonesia,NA,Annual,2000,NA,Household AP,0.509,Proportion of population,,https://www.stateofglobalair.org/,
Indonesia,NA,Annual,2005,NA,Household AP,0.534,Proportion of population,,https://www.stateofglobalair.org/,
Indonesia,NA,Annual,2010,NA,Household AP,0.494,Proportion of population,,https://www.stateofglobalair.org/,
Indonesia,NA,Annual,2011,NA,Household AP,0.463,Proportion of population,,https://www.stateofglobalair.org/,
Indonesia,NA,Annual,2012,NA,Household AP,0.416,Proportion of population,,https://www.stateofglobalair.org/,
Indonesia,NA,Annual,2013,NA,Household AP,0.375,Proportion of population,,https://www.stateofglobalair.org/,
Indonesia,NA,Annual,2014,NA,Household AP,0.339,Proportion of population,,https://www.stateofglobalair.org/,
Indonesia,NA,Annual,2015,NA,Household AP,0.307,Proportion of population,,https://www.stateofglobalair.org/,
Indonesia,NA,Annual,2016,NA,Household AP,0.279,Proportion of population,,https://www.stateofglobalair.org/,
Malaysia,NA,Annual,1990,NA,Ambient PM,16,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Malaysia,NA,Annual,1995,NA,Ambient PM,16,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Malaysia,NA,Annual,2000,NA,Ambient PM,16,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Malaysia,NA,Annual,2005,NA,Ambient PM,20,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Malaysia,NA,Annual,2010,NA,Ambient PM,15,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Malaysia,NA,Annual,2011,NA,Ambient PM,15,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Malaysia,NA,Annual,2012,NA,Ambient PM,16,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Malaysia,NA,Annual,2013,NA,Ambient PM,16,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Malaysia,NA,Annual,2014,NA,Ambient PM,16,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Malaysia,NA,Annual,2015,NA,Ambient PM,17,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Malaysia,NA,Annual,2016,NA,Ambient PM,18,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Malaysia,NA,Annual,1990,NA,Ambient O3,49,ppb,,https://www.stateofglobalair.org/,
Malaysia,NA,Annual,1995,NA,Ambient O3,46,ppb,,https://www.stateofglobalair.org/,
Malaysia,NA,Annual,2000,NA,Ambient O3,45,ppb,,https://www.stateofglobalair.org/,
Malaysia,NA,Annual,2005,NA,Ambient O3,45,ppb,,https://www.stateofglobalair.org/,
Malaysia,NA,Annual,2010,NA,Ambient O3,47,ppb,,https://www.stateofglobalair.org/,
Malaysia,NA,Annual,2013,NA,Ambient O3,48,ppb,,https://www.stateofglobalair.org/,
Malaysia,NA,Annual,2015,NA,Ambient O3,48,ppb,,https://www.stateofglobalair.org/,
Malaysia,NA,Annual,2016,NA,Ambient O3,49,ppb,,https://www.stateofglobalair.org/,
Malaysia,NA,Annual,1990,NA,Household AP,0.084,Proportion of population,,https://www.stateofglobalair.org/,
Malaysia,NA,Annual,1995,NA,Household AP,0.049,Proportion of population,,https://www.stateofglobalair.org/,
Malaysia,NA,Annual,2000,NA,Household AP,0.028,Proportion of population,,https://www.stateofglobalair.org/,
Malaysia,NA,Annual,2005,NA,Household AP,0.017,Proportion of population,,https://www.stateofglobalair.org/,
Malaysia,NA,Annual,2010,NA,Household AP,0.011,Proportion of population,,https://www.stateofglobalair.org/,
Malaysia,NA,Annual,2011,NA,Household AP,0.009,Proportion of population,,https://www.stateofglobalair.org/,
Malaysia,NA,Annual,2012,NA,Household AP,0.008,Proportion of population,,https://www.stateofglobalair.org/,
Malaysia,NA,Annual,2013,NA,Household AP,0.008,Proportion of population,,https://www.stateofglobalair.org/,
Malaysia,NA,Annual,2014,NA,Household AP,0.007,Proportion of population,,https://www.stateofglobalair.org/,
Malaysia,NA,Annual,2015,NA,Household AP,0.006,Proportion of population,,https://www.stateofglobalair.org/,
Malaysia,NA,Annual,2016,NA,Household AP,0.005,Proportion of population,,https://www.stateofglobalair.org/,
Myanmar,NA,Annual,1990,NA,Ambient PM,44,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Myanmar,NA,Annual,1995,NA,Ambient PM,44,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Myanmar,NA,Annual,2000,NA,Ambient PM,44,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Myanmar,NA,Annual,2005,NA,Ambient PM,48,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Myanmar,NA,Annual,2010,NA,Ambient PM,46,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Myanmar,NA,Annual,2011,NA,Ambient PM,46,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Myanmar,NA,Annual,2012,NA,Ambient PM,48,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Myanmar,NA,Annual,2013,NA,Ambient PM,51,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Myanmar,NA,Annual,2014,NA,Ambient PM,52,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Myanmar,NA,Annual,2015,NA,Ambient PM,49,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Myanmar,NA,Annual,2016,NA,Ambient PM,49,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Myanmar,NA,Annual,1990,NA,Ambient O3,65,ppb,,https://www.stateofglobalair.org/,
Myanmar,NA,Annual,1995,NA,Ambient O3,65,ppb,,https://www.stateofglobalair.org/,
Myanmar,NA,Annual,2000,NA,Ambient O3,67,ppb,,https://www.stateofglobalair.org/,
Myanmar,NA,Annual,2005,NA,Ambient O3,70,ppb,,https://www.stateofglobalair.org/,
Myanmar,NA,Annual,2010,NA,Ambient O3,75,ppb,,https://www.stateofglobalair.org/,
Myanmar,NA,Annual,2013,NA,Ambient O3,78,ppb,,https://www.stateofglobalair.org/,
Myanmar,NA,Annual,2015,NA,Ambient O3,81,ppb,,https://www.stateofglobalair.org/,
Myanmar,NA,Annual,2016,NA,Ambient O3,82,ppb,,https://www.stateofglobalair.org/,
Myanmar,NA,Annual,1990,NA,Household AP,0.986,Proportion of population,,https://www.stateofglobalair.org/,
Myanmar,NA,Annual,1995,NA,Household AP,0.979,Proportion of population,,https://www.stateofglobalair.org/,
Myanmar,NA,Annual,2000,NA,Household AP,0.967,Proportion of population,,https://www.stateofglobalair.org/,
Myanmar,NA,Annual,2005,NA,Household AP,0.948,Proportion of population,,https://www.stateofglobalair.org/,
Myanmar,NA,Annual,2010,NA,Household AP,0.909,Proportion of population,,https://www.stateofglobalair.org/,
Myanmar,NA,Annual,2011,NA,Household AP,0.898,Proportion of population,,https://www.stateofglobalair.org/,
Myanmar,NA,Annual,2012,NA,Household AP,0.884,Proportion of population,,https://www.stateofglobalair.org/,
Myanmar,NA,Annual,2013,NA,Household AP,0.867,Proportion of population,,https://www.stateofglobalair.org/,
Myanmar,NA,Annual,2014,NA,Household AP,0.853,Proportion of population,,https://www.stateofglobalair.org/,
Myanmar,NA,Annual,2015,NA,Household AP,0.834,Proportion of population,,https://www.stateofglobalair.org/,
Myanmar,NA,Annual,2016,NA,Household AP,0.813,Proportion of population,,https://www.stateofglobalair.org/,
Nepal,NA,Annual,1990,NA,Ambient PM,56,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Nepal,NA,Annual,1995,NA,Ambient PM,57,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Nepal,NA,Annual,2000,NA,Ambient PM,56,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Nepal,NA,Annual,2005,NA,Ambient PM,60,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Nepal,NA,Annual,2010,NA,Ambient PM,63,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Nepal,NA,Annual,2011,NA,Ambient PM,63,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Nepal,NA,Annual,2012,NA,Ambient PM,65,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Nepal,NA,Annual,2013,NA,Ambient PM,70,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Nepal,NA,Annual,2014,NA,Ambient PM,72,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Nepal,NA,Annual,2015,NA,Ambient PM,78,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Nepal,NA,Annual,2016,NA,Ambient PM,78,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Nepal,NA,Annual,1990,NA,Ambient O3,62,ppb,,https://www.stateofglobalair.org/,
Nepal,NA,Annual,1995,NA,Ambient O3,63,ppb,,https://www.stateofglobalair.org/,
Nepal,NA,Annual,2000,NA,Ambient O3,66,ppb,,https://www.stateofglobalair.org/,
Nepal,NA,Annual,2005,NA,Ambient O3,69,ppb,,https://www.stateofglobalair.org/,
Nepal,NA,Annual,2010,NA,Ambient O3,73,ppb,,https://www.stateofglobalair.org/,
Nepal,NA,Annual,2013,NA,Ambient O3,76,ppb,,https://www.stateofglobalair.org/,
Nepal,NA,Annual,2015,NA,Ambient O3,78,ppb,,https://www.stateofglobalair.org/,
Nepal,NA,Annual,2016,NA,Ambient O3,79,ppb,,https://www.stateofglobalair.org/,
Nepal,NA,Annual,1990,NA,Household AP,0.81,Proportion of population,,https://www.stateofglobalair.org/,
Nepal,NA,Annual,1995,NA,Household AP,0.779,Proportion of population,,https://www.stateofglobalair.org/,
Nepal,NA,Annual,2000,NA,Household AP,0.807,Proportion of population,,https://www.stateofglobalair.org/,
Nepal,NA,Annual,2005,NA,Household AP,0.844,Proportion of population,,https://www.stateofglobalair.org/,
Nepal,NA,Annual,2010,NA,Household AP,0.833,Proportion of population,,https://www.stateofglobalair.org/,
Nepal,NA,Annual,2011,NA,Household AP,0.816,Proportion of population,,https://www.stateofglobalair.org/,
Nepal,NA,Annual,2012,NA,Household AP,0.796,Proportion of population,,https://www.stateofglobalair.org/,
Nepal,NA,Annual,2013,NA,Household AP,0.773,Proportion of population,,https://www.stateofglobalair.org/,
Nepal,NA,Annual,2014,NA,Household AP,0.748,Proportion of population,,https://www.stateofglobalair.org/,
Nepal,NA,Annual,2015,NA,Household AP,0.72,Proportion of population,,https://www.stateofglobalair.org/,
Nepal,NA,Annual,2016,NA,Household AP,0.691,Proportion of population,,https://www.stateofglobalair.org/,
Pakistan,NA,Annual,1990,NA,Ambient PM,68,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Pakistan,NA,Annual,1995,NA,Ambient PM,67,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Pakistan,NA,Annual,2000,NA,Ambient PM,70,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
Pakistan,NA,Annual,2005,NA,Ambient PM,64,µg/m3,(Speculation) Atmospheric chemistry transport models and satellite observations of aerosols,https://www.stateofglobalair.org/,
